id,user_id,last_active,session_start,is_online,created_at
00011e10-913a-4fd8-abbd-0bb8e420d460,a5061dce-7663-482e-9ab1-d6ef078de9b7,2025-03-17 05:00:25.489+00,2025-03-17 05:00:25.489+00,true,2025-03-17 05:00:25.609644+00
